"eventName","eventDescription","eventConstant","owner","feature","tags","groupDescription","propertyName","propertyDescription","propertyType","propertyPossibleValues","propertyIsNullable"
"DS_INTERNAL.CELL_OUTPUT_MIME_TYPE","Mime type of a cell output.
Used to detect the popularity of a mime type, that would help determine which mime types are most common.
E.g. if we see widget mimetype, then we know how many use ipywidgets and the like and helps us prioritize widget issues,
or prioritize rendering of widgets when opening an existing notebook or the like.","Telemetry.CellOutputMimeType","donjayamanne","N/A","","","mimeType","Mimetype of the output.","string","",false
"DS_INTERNAL.CELL_OUTPUT_MIME_TYPE","Mime type of a cell output.
Used to detect the popularity of a mime type, that would help determine which mime types are most common.
E.g. if we see widget mimetype, then we know how many use ipywidgets and the like and helps us prioritize widget issues,
or prioritize rendering of widgets when opening an existing notebook or the like.","Telemetry.CellOutputMimeType","donjayamanne","N/A","","","resourceType","Used to determine whether this event is related to a Notebooks or Interactive window.
Common to most of the events.","","'notebook' 
'interactive' ",true
"DS_INTERNAL.CELL_OUTPUT_MIME_TYPE","Mime type of a cell output.
Used to detect the popularity of a mime type, that would help determine which mime types are most common.
E.g. if we see widget mimetype, then we know how many use ipywidgets and the like and helps us prioritize widget issues,
or prioritize rendering of widgets when opening an existing notebook or the like.","Telemetry.CellOutputMimeType","donjayamanne","N/A","","","when","Whether the package was detected in an existing file (upon open, upon save, upon close) or when it was being used during execution.","","'onExecution' 
'onOpenCloseOrSave' ",false
"DS_INTERNAL.CODE_LENS_ACQ_TIME","How long on average we spent parsing code lens. Sent on shutdown.
We should be able to deprecate in favor of DocumentWithCodeCells, but we should compare the numbers first.","Telemetry.CodeLensAverageAcquisitionTime","amunger","InteractiveWindow","","","duration","Duration of a measure in milliseconds.
Common measurement used across a number of events.","number","",false
"DS_INTERNAL.COMMAND_EXECUTED","A command that the extension contributes is executed.","Telemetry.CommandExecuted","amunger","N/A","","","command","Name of the command executed.","string","",false
"DS_INTERNAL.CONNECTFAILEDJUPYTER","Sent when we have failed to connect to the local Jupyter server we started.","Telemetry.ConnectFailedJupyter","donjayamanne","N/A","KernelStartup","","failed","Whether there was a failure.
Common to most of the events.","true","",false
"DS_INTERNAL.CONNECTFAILEDJUPYTER","Sent when we have failed to connect to the local Jupyter server we started.","Telemetry.ConnectFailedJupyter","donjayamanne","N/A","KernelStartup","","failureCategory","A reason that we generate (e.g. kerneldied, noipykernel, etc), more like a category of the error.
Common to most of the events.","string","",true
"DS_INTERNAL.CONNECTFAILEDJUPYTER","Sent when we have failed to connect to the local Jupyter server we started.","Telemetry.ConnectFailedJupyter","donjayamanne","N/A","KernelStartup","","failureSubCategory","Further sub classification of the error. E.g. kernel died due to the fact that zmq is not installed properly.
Common to most of the events.","string","",true
"DS_INTERNAL.CONNECTFAILEDJUPYTER","Sent when we have failed to connect to the local Jupyter server we started.","Telemetry.ConnectFailedJupyter","donjayamanne","N/A","KernelStartup","","pythonErrorFile","Hash of the file name that contains the file in the last frame (from Python stack trace).
Common to most of the events.","string","",true
"DS_INTERNAL.CONNECTFAILEDJUPYTER","Sent when we have failed to connect to the local Jupyter server we started.","Telemetry.ConnectFailedJupyter","donjayamanne","N/A","KernelStartup","","pythonErrorFolder","Hash of the folder that contains the file in the last frame (from Python stack trace).
Common to most of the events.","string","",true
"DS_INTERNAL.CONNECTFAILEDJUPYTER","Sent when we have failed to connect to the local Jupyter server we started.","Telemetry.ConnectFailedJupyter","donjayamanne","N/A","KernelStartup","","pythonErrorPackage","Hash of the module that contains the file in the last frame (from Python stack trace).
Common to most of the events.","string","",true
"DS_INTERNAL.CONNECTFAILEDJUPYTER","Sent when we have failed to connect to the local Jupyter server we started.","Telemetry.ConnectFailedJupyter","donjayamanne","N/A","KernelStartup","","stackTrace","Node stacktrace without PII.
Common to most of the events.","string","",true
"DS_INTERNAL.CONNECTREMOTEEXPIREDCERTFAILEDJUPYTER","Jupyter server's certificate has expired.","Telemetry.ConnectRemoteExpiredCertFailedJupyter","donjayamanne","N/A","KernelStartup","","","","","",""
"DS_INTERNAL.CONNECTREMOTEFAILEDJUPYTER","Sent when we fail to connect to a remote jupyter server.","Telemetry.ConnectRemoteFailedJupyter","donjayamanne","N/A","KernelStartup","","failed","Whether there was a failure.
Common to most of the events.","true","",false
"DS_INTERNAL.CONNECTREMOTEFAILEDJUPYTER","Sent when we fail to connect to a remote jupyter server.","Telemetry.ConnectRemoteFailedJupyter","donjayamanne","N/A","KernelStartup","","failureCategory","A reason that we generate (e.g. kerneldied, noipykernel, etc), more like a category of the error.
Common to most of the events.","string","",true
"DS_INTERNAL.CONNECTREMOTEFAILEDJUPYTER","Sent when we fail to connect to a remote jupyter server.","Telemetry.ConnectRemoteFailedJupyter","donjayamanne","N/A","KernelStartup","","failureSubCategory","Further sub classification of the error. E.g. kernel died due to the fact that zmq is not installed properly.
Common to most of the events.","string","",true
"DS_INTERNAL.CONNECTREMOTEFAILEDJUPYTER","Sent when we fail to connect to a remote jupyter server.","Telemetry.ConnectRemoteFailedJupyter","donjayamanne","N/A","KernelStartup","","pythonErrorFile","Hash of the file name that contains the file in the last frame (from Python stack trace).
Common to most of the events.","string","",true
"DS_INTERNAL.CONNECTREMOTEFAILEDJUPYTER","Sent when we fail to connect to a remote jupyter server.","Telemetry.ConnectRemoteFailedJupyter","donjayamanne","N/A","KernelStartup","","pythonErrorFolder","Hash of the folder that contains the file in the last frame (from Python stack trace).
Common to most of the events.","string","",true
"DS_INTERNAL.CONNECTREMOTEFAILEDJUPYTER","Sent when we fail to connect to a remote jupyter server.","Telemetry.ConnectRemoteFailedJupyter","donjayamanne","N/A","KernelStartup","","pythonErrorPackage","Hash of the module that contains the file in the last frame (from Python stack trace).
Common to most of the events.","string","",true
"DS_INTERNAL.CONNECTREMOTEFAILEDJUPYTER","Sent when we fail to connect to a remote jupyter server.","Telemetry.ConnectRemoteFailedJupyter","donjayamanne","N/A","KernelStartup","","stackTrace","Node stacktrace without PII.
Common to most of the events.","string","",true
"DS_INTERNAL.CONNECTREMOTEJUPYTER_VIA_LOCALHOST","Connecting to an existing Jupyter server, but connecting to localhost.","Telemetry.ConnectRemoteJupyterViaLocalHost","donjayamanne","N/A","KernelStartup","","","","","",""
"DS_INTERNAL.CONNECTREMOTESELFCERTFAILEDJUPYTER","Jupyter server's certificate is not from a trusted authority.","Telemetry.ConnectRemoteSelfCertFailedJupyter","donjayamanne","N/A","KernelStartup","","","","","",""
"DS_INTERNAL.DOCUMENT_WITH_CODE_CELLS","Info about code lenses, count and average time to parse the document.","Telemetry.DocumentWithCodeCells","amunger","InteractiveWindow","","","codeLensUpdateTime","Average time taken to aquire code lenses for a document without using the cache","number","",false
"DS_INTERNAL.DOCUMENT_WITH_CODE_CELLS","Info about code lenses, count and average time to parse the document.","Telemetry.DocumentWithCodeCells","amunger","InteractiveWindow","","","maxCellCount","Maximum number of code lenses returned for the document","number","",false
"DS_INTERNAL.FAILED_TO_UPDATE_JUPYTER_KERNEL_SPEC","Sent when we fail to update the kernel spec json file.","Telemetry.FailedToUpdateKernelSpec","donjayamanne","N/A","KernelStartup","","failed","Whether there was a failure.
Common to most of the events.","true","",false
"DS_INTERNAL.FAILED_TO_UPDATE_JUPYTER_KERNEL_SPEC","Sent when we fail to update the kernel spec json file.","Telemetry.FailedToUpdateKernelSpec","donjayamanne","N/A","KernelStartup","","failureCategory","A reason that we generate (e.g. kerneldied, noipykernel, etc), more like a category of the error.
Common to most of the events.","string","",true
"DS_INTERNAL.FAILED_TO_UPDATE_JUPYTER_KERNEL_SPEC","Sent when we fail to update the kernel spec json file.","Telemetry.FailedToUpdateKernelSpec","donjayamanne","N/A","KernelStartup","","failureSubCategory","Further sub classification of the error. E.g. kernel died due to the fact that zmq is not installed properly.
Common to most of the events.","string","",true
"DS_INTERNAL.FAILED_TO_UPDATE_JUPYTER_KERNEL_SPEC","Sent when we fail to update the kernel spec json file.","Telemetry.FailedToUpdateKernelSpec","donjayamanne","N/A","KernelStartup","","language","Language of the kernel spec.","","null or <empty> ",false
"DS_INTERNAL.FAILED_TO_UPDATE_JUPYTER_KERNEL_SPEC","Sent when we fail to update the kernel spec json file.","Telemetry.FailedToUpdateKernelSpec","donjayamanne","N/A","KernelStartup","","name","Name of the kernel spec.","string","",false
"DS_INTERNAL.FAILED_TO_UPDATE_JUPYTER_KERNEL_SPEC","Sent when we fail to update the kernel spec json file.","Telemetry.FailedToUpdateKernelSpec","donjayamanne","N/A","KernelStartup","","pythonErrorFile","Hash of the file name that contains the file in the last frame (from Python stack trace).
Common to most of the events.","string","",true
"DS_INTERNAL.FAILED_TO_UPDATE_JUPYTER_KERNEL_SPEC","Sent when we fail to update the kernel spec json file.","Telemetry.FailedToUpdateKernelSpec","donjayamanne","N/A","KernelStartup","","pythonErrorFolder","Hash of the folder that contains the file in the last frame (from Python stack trace).
Common to most of the events.","string","",true
"DS_INTERNAL.FAILED_TO_UPDATE_JUPYTER_KERNEL_SPEC","Sent when we fail to update the kernel spec json file.","Telemetry.FailedToUpdateKernelSpec","donjayamanne","N/A","KernelStartup","","pythonErrorPackage","Hash of the module that contains the file in the last frame (from Python stack trace).
Common to most of the events.","string","",true
"DS_INTERNAL.FAILED_TO_UPDATE_JUPYTER_KERNEL_SPEC","Sent when we fail to update the kernel spec json file.","Telemetry.FailedToUpdateKernelSpec","donjayamanne","N/A","KernelStartup","","stackTrace","Node stacktrace without PII.
Common to most of the events.","string","",true
"DS_INTERNAL.GET_ACTIVATED_ENV_VARIABLES","Used to capture time taken to get environment variables for a python environment.
Also lets us know whether it worked or not.","Telemetry.GetActivatedEnvironmentVariables","donjayamanne","N/A","","","duration","Time taken.","number","",false
"DS_INTERNAL.GET_ACTIVATED_ENV_VARIABLES","Used to capture time taken to get environment variables for a python environment.
Also lets us know whether it worked or not.","Telemetry.GetActivatedEnvironmentVariables","donjayamanne","N/A","","","envType","Type of the Python environment.","","Unknown ()
Conda ()
VirtualEnv ()
PipEnv ()
Pyenv ()
Venv ()
Poetry ()
VirtualEnvWrapper ()",true
"DS_INTERNAL.GET_ACTIVATED_ENV_VARIABLES","Used to capture time taken to get environment variables for a python environment.
Also lets us know whether it worked or not.","Telemetry.GetActivatedEnvironmentVariables","donjayamanne","N/A","","","failed","Whether the env variables were fetched successfully or not.","boolean","",false
"DS_INTERNAL.GET_ACTIVATED_ENV_VARIABLES","Used to capture time taken to get environment variables for a python environment.
Also lets us know whether it worked or not.","Telemetry.GetActivatedEnvironmentVariables","donjayamanne","N/A","","","reason","Reason for not being able to get the env variables.","","'noActivationCommands' 
'unknownOS' 
'emptyVariables' 
'unhandledError' 
'emptyFromCondaRun' 
'emptyFromPython' 
'condaActivationFailed' 
'failedToGetActivatedEnvVariablesFromPython' 
'failedToGetCustomEnvVariables' ",true
"DS_INTERNAL.GET_ACTIVATED_ENV_VARIABLES","Used to capture time taken to get environment variables for a python environment.
Also lets us know whether it worked or not.","Telemetry.GetActivatedEnvironmentVariables","donjayamanne","N/A","","","source","Source where the env variables were fetched from.
If `python`, then env variables were fetched from Python extension.
If `jupyter`, then env variables were fetched from Jupyter extension.","","'python' 
'jupyter' ",false
